loss,mae,val_loss,val_mae
1.1085807085037231,1.1085807085037231,0.588306725025177,0.588306725025177
1.1430796384811401,1.1430796384811401,0.5841308832168579,0.5841308832168579
1.0959887504577637,1.0959887504577637,0.5978266596794128,0.5978266596794128
1.062930941581726,1.062930941581726,0.5962949395179749,0.5962949395179749
1.118290901184082,1.118290901184082,0.5790675282478333,0.5790675282478333
1.0861928462982178,1.0861928462982178,0.5739297270774841,0.5739297270774841
1.0865286588668823,1.0865286588668823,0.570019006729126,0.570019006729126
1.1481857299804688,1.1481857299804688,0.5574186444282532,0.5574186444282532
1.0806883573532104,1.0806883573532104,0.5474938750267029,0.5474938750267029
1.1294701099395752,1.1294701099395752,0.5558906197547913,0.5558906197547913
1.1047605276107788,1.1047605276107788,0.5440032482147217,0.5440032482147217
1.071291446685791,1.071291446685791,0.5243484973907471,0.5243484973907471
1.0815277099609375,1.0815277099609375,0.5130344033241272,0.5130344033241272
1.0310591459274292,1.0310591459274292,0.5080327391624451,0.5080327391624451
1.054144263267517,1.054144263267517,0.49903836846351624,0.49903836846351624
1.0757821798324585,1.0757821798324585,0.49236994981765747,0.49236994981765747
1.0376065969467163,1.0376065969467163,0.5068367123603821,0.5068367123603821
1.0408436059951782,1.0408436059951782,0.5014176368713379,0.5014176368713379
1.0804448127746582,1.0804448127746582,0.5089729428291321,0.5089729428291321
0.9898971319198608,0.9898971319198608,0.5120576620101929,0.5120576620101929
1.014731526374817,1.014731526374817,0.53163743019104,0.53163743019104
1.1210788488388062,1.1210788488388062,0.5247197151184082,0.5247197151184082
1.0557773113250732,1.0557773113250732,0.5357385277748108,0.5357385277748108
1.0726470947265625,1.0726470947265625,0.535890519618988,0.535890519618988
1.075608491897583,1.075608491897583,0.5247103571891785,0.5247103571891785
0.946347713470459,0.946347713470459,0.5058685541152954,0.5058685541152954
0.9902477264404297,0.9902477264404297,0.4703049957752228,0.4703049957752228
0.9890265464782715,0.9890265464782715,0.470202773809433,0.470202773809433
0.9569178223609924,0.9569178223609924,0.4481208920478821,0.4481208920478821
1.001417636871338,1.001417636871338,0.4375652074813843,0.4375652074813843
0.9917676448822021,0.9917676448822021,0.4837057292461395,0.4837057292461395
0.9847545027732849,0.9847545027732849,0.4989999830722809,0.4989999830722809
0.9153621792793274,0.9153621792793274,0.4902915954589844,0.4902915954589844
0.9377357959747314,0.9377357959747314,0.4729561507701874,0.4729561507701874
0.9662288427352905,0.9662288427352905,0.4680122137069702,0.4680122137069702
0.9517644047737122,0.9517644047737122,0.47416141629219055,0.47416141629219055
0.996479868888855,0.996479868888855,0.4842567443847656,0.4842567443847656
0.9919885396957397,0.9919885396957397,0.4980461597442627,0.4980461597442627
0.9043316841125488,0.9043316841125488,0.4809311330318451,0.4809311330318451
0.974079430103302,0.974079430103302,0.4706789255142212,0.4706789255142212
0.9578396081924438,0.9578396081924438,0.4464508295059204,0.4464508295059204
0.8803412914276123,0.8803412914276123,0.45428696274757385,0.45428696274757385
0.9087039232254028,0.9087039232254028,0.46811482310295105,0.46811482310295105
0.9476818442344666,0.9476818442344666,0.4903317987918854,0.4903317987918854
0.9920464754104614,0.9920464754104614,0.47580593824386597,0.47580593824386597
0.9331697821617126,0.9331697821617126,0.4676472246646881,0.4676472246646881
0.9133588075637817,0.9133588075637817,0.4827324450016022,0.4827324450016022
0.9266799688339233,0.9266799688339233,0.46058085560798645,0.46058085560798645
0.8782992362976074,0.8782992362976074,0.44961389899253845,0.44961389899253845
0.8597941994667053,0.8597941994667053,0.46209535002708435,0.46209535002708435
0.881679356098175,0.881679356098175,0.4596500098705292,0.4596500098705292
0.9032019376754761,0.9032019376754761,0.47826316952705383,0.47826316952705383
0.859529972076416,0.859529972076416,0.47261926531791687,0.47261926531791687
0.8503469824790955,0.8503469824790955,0.4601164758205414,0.4601164758205414
0.8691220879554749,0.8691220879554749,0.45645850896835327,0.45645850896835327
0.9090384840965271,0.9090384840965271,0.45491406321525574,0.45491406321525574
0.8252192139625549,0.8252192139625549,0.4581628143787384,0.4581628143787384
0.882286787033081,0.882286787033081,0.43489304184913635,0.43489304184913635
0.9133498072624207,0.9133498072624207,0.4309719502925873,0.4309719502925873
0.8422484397888184,0.8422484397888184,0.4462781548500061,0.4462781548500061
0.8210604190826416,0.8210604190826416,0.438412070274353,0.438412070274353
0.884853184223175,0.884853184223175,0.4371581971645355,0.4371581971645355
0.8339071273803711,0.8339071273803711,0.4353867173194885,0.4353867173194885
0.8693121671676636,0.8693121671676636,0.4431819021701813,0.4431819021701813
0.871778666973114,0.871778666973114,0.4547838568687439,0.4547838568687439
0.9003199934959412,0.9003199934959412,0.4557930529117584,0.4557930529117584
0.835513174533844,0.835513174533844,0.45536255836486816,0.45536255836486816
0.8269050717353821,0.8269050717353821,0.4600292444229126,0.4600292444229126
0.7842417359352112,0.7842417359352112,0.45777925848960876,0.45777925848960876
0.832396924495697,0.832396924495697,0.4514223039150238,0.4514223039150238
0.8639614582061768,0.8639614582061768,0.4479057788848877,0.4479057788848877
0.7645217180252075,0.7645217180252075,0.4409758448600769,0.4409758448600769
0.7910658717155457,0.7910658717155457,0.45290201902389526,0.45290201902389526
0.8572158217430115,0.8572158217430115,0.44480612874031067,0.44480612874031067
0.8288431763648987,0.8288431763648987,0.4315086305141449,0.4315086305141449
0.8630819320678711,0.8630819320678711,0.4100594222545624,0.4100594222545624
0.7806206941604614,0.7806206941604614,0.4099678099155426,0.4099678099155426
0.7909727096557617,0.7909727096557617,0.41364824771881104,0.41364824771881104
0.8523621559143066,0.8523621559143066,0.41846537590026855,0.41846537590026855
0.7394359111785889,0.7394359111785889,0.4294240176677704,0.4294240176677704
0.8155988454818726,0.8155988454818726,0.4506193995475769,0.4506193995475769
0.7910785675048828,0.7910785675048828,0.4537164568901062,0.4537164568901062
0.8116545677185059,0.8116545677185059,0.4405839145183563,0.4405839145183563
0.8196805715560913,0.8196805715560913,0.42019718885421753,0.42019718885421753
0.8479077816009521,0.8479077816009521,0.42882415652275085,0.42882415652275085
0.834088146686554,0.834088146686554,0.43123024702072144,0.43123024702072144
0.8011608123779297,0.8011608123779297,0.43007683753967285,0.43007683753967285
0.8336660265922546,0.8336660265922546,0.4310765564441681,0.4310765564441681
0.8286647200584412,0.8286647200584412,0.42679616808891296,0.42679616808891296
0.7960519790649414,0.7960519790649414,0.42326170206069946,0.42326170206069946
0.8107330203056335,0.8107330203056335,0.42284470796585083,0.42284470796585083
0.7815026640892029,0.7815026640892029,0.42425641417503357,0.42425641417503357
0.8050329089164734,0.8050329089164734,0.4255006015300751,0.4255006015300751
0.8074309825897217,0.8074309825897217,0.4206530749797821,0.4206530749797821
0.754401445388794,0.754401445388794,0.4200805723667145,0.4200805723667145
0.7646333575248718,0.7646333575248718,0.4215793311595917,0.4215793311595917
0.7534457445144653,0.7534457445144653,0.4084164500236511,0.4084164500236511
0.7609904408454895,0.7609904408454895,0.4019450843334198,0.4019450843334198
0.7604988813400269,0.7604988813400269,0.4042128026485443,0.4042128026485443
0.7759103775024414,0.7759103775024414,0.4069964587688446,0.4069964587688446
0.7568071484565735,0.7568071484565735,0.40996289253234863,0.40996289253234863
0.7813035249710083,0.7813035249710083,0.412558376789093,0.412558376789093
0.7904811501502991,0.7904811501502991,0.4043101966381073,0.4043101966381073
0.742598295211792,0.742598295211792,0.3873903751373291,0.3873903751373291
0.723747968673706,0.723747968673706,0.3776111900806427,0.3776111900806427
0.7326233386993408,0.7326233386993408,0.3917962312698364,0.3917962312698364
0.7557594776153564,0.7557594776153564,0.4050298035144806,0.4050298035144806
0.7240619659423828,0.7240619659423828,0.39711448550224304,0.39711448550224304
0.7577929496765137,0.7577929496765137,0.3938329219818115,0.3938329219818115
0.7938070297241211,0.7938070297241211,0.39550602436065674,0.39550602436065674
0.7973263263702393,0.7973263263702393,0.4062544107437134,0.4062544107437134
0.7153330445289612,0.7153330445289612,0.3984659016132355,0.3984659016132355
0.7736519575119019,0.7736519575119019,0.3987691104412079,0.3987691104412079
0.7955518960952759,0.7955518960952759,0.3896237313747406,0.3896237313747406
0.7134741544723511,0.7134741544723511,0.3739508092403412,0.3739508092403412
0.7770495414733887,0.7770495414733887,0.37681058049201965,0.37681058049201965
0.7712610363960266,0.7712610363960266,0.3822406828403473,0.3822406828403473
0.7463899850845337,0.7463899850845337,0.3964068293571472,0.3964068293571472
0.7498612999916077,0.7498612999916077,0.40714725852012634,0.40714725852012634
0.7073239088058472,0.7073239088058472,0.3969595730304718,0.3969595730304718
0.7610793709754944,0.7610793709754944,0.39122307300567627,0.39122307300567627
0.8016815185546875,0.8016815185546875,0.38924700021743774,0.38924700021743774
0.7685365676879883,0.7685365676879883,0.39238762855529785,0.39238762855529785
0.7475862503051758,0.7475862503051758,0.37940743565559387,0.37940743565559387
0.793623149394989,0.793623149394989,0.3783755302429199,0.3783755302429199
0.6775399446487427,0.6775399446487427,0.37899017333984375,0.37899017333984375
0.748083770275116,0.748083770275116,0.3741243779659271,0.3741243779659271
0.7387085556983948,0.7387085556983948,0.3798147737979889,0.3798147737979889
0.7331767678260803,0.7331767678260803,0.3842795193195343,0.3842795193195343
0.7440430521965027,0.7440430521965027,0.3929671049118042,0.3929671049118042
0.6952653527259827,0.6952653527259827,0.39944130182266235,0.39944130182266235
0.7491238117218018,0.7491238117218018,0.39151129126548767,0.39151129126548767
0.6953625679016113,0.6953625679016113,0.3840603232383728,0.3840603232383728
0.758755087852478,0.758755087852478,0.3770067095756531,0.3770067095756531
0.6987323760986328,0.6987323760986328,0.3722924590110779,0.3722924590110779
0.7254979014396667,0.7254979014396667,0.3826412856578827,0.3826412856578827
0.6834518909454346,0.6834518909454346,0.38670557737350464,0.38670557737350464
0.7634010910987854,0.7634010910987854,0.3836313784122467,0.3836313784122467
0.708615779876709,0.708615779876709,0.37151384353637695,0.37151384353637695
0.7036583423614502,0.7036583423614502,0.3725990951061249,0.3725990951061249
0.7145270705223083,0.7145270705223083,0.37314271926879883,0.37314271926879883
0.6936703324317932,0.6936703324317932,0.36921340227127075,0.36921340227127075
0.7301506400108337,0.7301506400108337,0.37704959511756897,0.37704959511756897
0.6622228026390076,0.6622228026390076,0.3865582346916199,0.3865582346916199
0.7166879177093506,0.7166879177093506,0.3855634033679962,0.3855634033679962
0.6698750257492065,0.6698750257492065,0.38628265261650085,0.38628265261650085
0.7065145969390869,0.7065145969390869,0.3837999999523163,0.3837999999523163
0.6386067271232605,0.6386067271232605,0.3863808810710907,0.3863808810710907
0.709293007850647,0.709293007850647,0.38186028599739075,0.38186028599739075
0.6951808929443359,0.6951808929443359,0.38030365109443665,0.38030365109443665
0.6719934344291687,0.6719934344291687,0.3775159418582916,0.3775159418582916
0.7355881333351135,0.7355881333351135,0.3733989894390106,0.3733989894390106
0.7133620381355286,0.7133620381355286,0.3630000054836273,0.3630000054836273
0.7156115174293518,0.7156115174293518,0.3683983385562897,0.3683983385562897
0.6737098693847656,0.6737098693847656,0.36819466948509216,0.36819466948509216
0.6889751553535461,0.6889751553535461,0.3755677342414856,0.3755677342414856
0.7141146659851074,0.7141146659851074,0.37422284483909607,0.37422284483909607
0.6845711469650269,0.6845711469650269,0.36843767762184143,0.36843767762184143
0.6982292532920837,0.6982292532920837,0.366219162940979,0.366219162940979
0.6636929512023926,0.6636929512023926,0.3768980801105499,0.3768980801105499
0.6940118074417114,0.6940118074417114,0.3796325623989105,0.3796325623989105
0.6583089232444763,0.6583089232444763,0.38416972756385803,0.38416972756385803
0.7168442606925964,0.7168442606925964,0.39240652322769165,0.39240652322769165
0.6936510801315308,0.6936510801315308,0.3936534523963928,0.3936534523963928
0.6938125491142273,0.6938125491142273,0.3918086886405945,0.3918086886405945
0.684090793132782,0.684090793132782,0.39748626947402954,0.39748626947402954
0.640908420085907,0.640908420085907,0.38873860239982605,0.38873860239982605
0.6443501114845276,0.6443501114845276,0.3874885141849518,0.3874885141849518
0.7078369855880737,0.7078369855880737,0.3818080723285675,0.3818080723285675
0.6976402997970581,0.6976402997970581,0.37654903531074524,0.37654903531074524
0.6891787648200989,0.6891787648200989,0.3710477352142334,0.3710477352142334
0.6553661823272705,0.6553661823272705,0.3781498968601227,0.3781498968601227
0.6859199404716492,0.6859199404716492,0.37527167797088623,0.37527167797088623
0.6593061089515686,0.6593061089515686,0.3727710545063019,0.3727710545063019
0.673795759677887,0.673795759677887,0.38464415073394775,0.38464415073394775
0.6497346758842468,0.6497346758842468,0.3915477693080902,0.3915477693080902
0.6730998158454895,0.6730998158454895,0.3839656412601471,0.3839656412601471
0.6589598655700684,0.6589598655700684,0.3794066905975342,0.3794066905975342
0.6337604522705078,0.6337604522705078,0.3800337612628937,0.3800337612628937
0.6729886531829834,0.6729886531829834,0.38240566849708557,0.38240566849708557
0.6919714212417603,0.6919714212417603,0.37848347425460815,0.37848347425460815
0.6966567635536194,0.6966567635536194,0.3744580149650574,0.3744580149650574
0.6829882860183716,0.6829882860183716,0.3865964412689209,0.3865964412689209
0.7047421932220459,0.7047421932220459,0.3904401659965515,0.3904401659965515
0.6537940502166748,0.6537940502166748,0.39621880650520325,0.39621880650520325
0.6469945311546326,0.6469945311546326,0.3920512795448303,0.3920512795448303
0.6582674384117126,0.6582674384117126,0.38836586475372314,0.38836586475372314
0.6442108750343323,0.6442108750343323,0.3789210319519043,0.3789210319519043
0.6464777588844299,0.6464777588844299,0.3689633905887604,0.3689633905887604
0.6564090251922607,0.6564090251922607,0.3729079067707062,0.3729079067707062
0.6280157566070557,0.6280157566070557,0.3838796317577362,0.3838796317577362
0.6180895566940308,0.6180895566940308,0.38076671957969666,0.38076671957969666
0.5953174829483032,0.5953174829483032,0.3774675726890564,0.3774675726890564
0.6292687654495239,0.6292687654495239,0.3820553123950958,0.3820553123950958
0.6495845317840576,0.6495845317840576,0.3817679286003113,0.3817679286003113
0.6522294282913208,0.6522294282913208,0.3740338385105133,0.3740338385105133
0.6739733815193176,0.6739733815193176,0.373808890581131,0.373808890581131
0.6357025504112244,0.6357025504112244,0.3862001895904541,0.3862001895904541
0.6990445852279663,0.6990445852279663,0.3863513171672821,0.3863513171672821
0.6584500670433044,0.6584500670433044,0.3754359185695648,0.3754359185695648
0.6892467141151428,0.6892467141151428,0.3662676215171814,0.3662676215171814
0.5954311490058899,0.5954311490058899,0.36461323499679565,0.36461323499679565
0.6238580942153931,0.6238580942153931,0.3599301278591156,0.3599301278591156
0.625037431716919,0.625037431716919,0.3693642020225525,0.3693642020225525
0.6268739104270935,0.6268739104270935,0.3787882924079895,0.3787882924079895
0.6433510184288025,0.6433510184288025,0.38704875111579895,0.38704875111579895
0.5974805355072021,0.5974805355072021,0.38024258613586426,0.38024258613586426
0.6378732323646545,0.6378732323646545,0.37870123982429504,0.37870123982429504
0.6417270302772522,0.6417270302772522,0.3689001798629761,0.3689001798629761
0.633163332939148,0.633163332939148,0.3658308982849121,0.3658308982849121
0.6675512194633484,0.6675512194633484,0.3623493015766144,0.3623493015766144
0.6688662171363831,0.6688662171363831,0.35687094926834106,0.35687094926834106
0.6298041939735413,0.6298041939735413,0.35936683416366577,0.35936683416366577
0.6168196797370911,0.6168196797370911,0.3724600672721863,0.3724600672721863
0.6428634524345398,0.6428634524345398,0.36920997500419617,0.36920997500419617
0.6379353404045105,0.6379353404045105,0.3710665702819824,0.3710665702819824
0.6729391813278198,0.6729391813278198,0.374321848154068,0.374321848154068
0.6141158938407898,0.6141158938407898,0.3744211792945862,0.3744211792945862
0.6635883450508118,0.6635883450508118,0.3612515330314636,0.3612515330314636
0.6122295260429382,0.6122295260429382,0.3575138449668884,0.3575138449668884
0.6632691025733948,0.6632691025733948,0.36188289523124695,0.36188289523124695
0.6718044877052307,0.6718044877052307,0.36393633484840393,0.36393633484840393
0.6101186275482178,0.6101186275482178,0.3767986297607422,0.3767986297607422
0.6303555965423584,0.6303555965423584,0.374568909406662,0.374568909406662
0.6313377022743225,0.6313377022743225,0.3653847277164459,0.3653847277164459
0.6349710822105408,0.6349710822105408,0.37037912011146545,0.37037912011146545
0.6564574241638184,0.6564574241638184,0.3703294098377228,0.3703294098377228
0.633466362953186,0.633466362953186,0.37699630856513977,0.37699630856513977
0.6438755393028259,0.6438755393028259,0.37327539920806885,0.37327539920806885
0.6152485609054565,0.6152485609054565,0.3666403889656067,0.3666403889656067
0.6247110962867737,0.6247110962867737,0.36569827795028687,0.36569827795028687
0.5883293151855469,0.5883293151855469,0.365459680557251,0.365459680557251
0.6107829809188843,0.6107829809188843,0.36993831396102905,0.36993831396102905
0.6119376420974731,0.6119376420974731,0.37048792839050293,0.37048792839050293
0.6297502517700195,0.6297502517700195,0.36264994740486145,0.36264994740486145
0.604149580001831,0.604149580001831,0.36389797925949097,0.36389797925949097
0.6518700122833252,0.6518700122833252,0.3699038624763489,0.3699038624763489
0.6188194751739502,0.6188194751739502,0.38462477922439575,0.38462477922439575
0.615772545337677,0.615772545337677,0.4013903737068176,0.4013903737068176
0.6203208565711975,0.6203208565711975,0.39512762427330017,0.39512762427330017
0.615150511264801,0.615150511264801,0.38900086283683777,0.38900086283683777
0.6179291009902954,0.6179291009902954,0.3795979917049408,0.3795979917049408
0.5885852575302124,0.5885852575302124,0.3775081932544708,0.3775081932544708
0.6223996877670288,0.6223996877670288,0.37287285923957825,0.37287285923957825
0.6300057172775269,0.6300057172775269,0.3879603445529938,0.3879603445529938
0.6632972955703735,0.6632972955703735,0.39551085233688354,0.39551085233688354
0.5962847471237183,0.5962847471237183,0.4018546938896179,0.4018546938896179
0.5665841102600098,0.5665841102600098,0.39275994896888733,0.39275994896888733
0.6372451186180115,0.6372451186180115,0.3791695535182953,0.3791695535182953
0.6341421008110046,0.6341421008110046,0.3724440336227417,0.3724440336227417
0.5899786353111267,0.5899786353111267,0.3730104863643646,0.3730104863643646
0.6197336912155151,0.6197336912155151,0.3679158687591553,0.3679158687591553
0.6046242117881775,0.6046242117881775,0.35862424969673157,0.35862424969673157
0.6168397068977356,0.6168397068977356,0.3584236800670624,0.3584236800670624
0.6089361310005188,0.6089361310005188,0.36509987711906433,0.36509987711906433
0.6314893364906311,0.6314893364906311,0.368533194065094,0.368533194065094
0.6205028295516968,0.6205028295516968,0.37292972207069397,0.37292972207069397
0.5959985852241516,0.5959985852241516,0.37435099482536316,0.37435099482536316
0.5423831939697266,0.5423831939697266,0.3845911920070648,0.3845911920070648
0.586641252040863,0.586641252040863,0.39948344230651855,0.39948344230651855
0.6401141285896301,0.6401141285896301,0.3958427906036377,0.3958427906036377
0.5958558917045593,0.5958558917045593,0.3748973608016968,0.3748973608016968
0.6490694284439087,0.6490694284439087,0.3665946424007416,0.3665946424007416
0.5956593751907349,0.5956593751907349,0.377271443605423,0.377271443605423
0.5926327109336853,0.5926327109336853,0.3674018085002899,0.3674018085002899
0.6262168288230896,0.6262168288230896,0.3668884038925171,0.3668884038925171
0.6129880547523499,0.6129880547523499,0.3681449890136719,0.3681449890136719
0.6039825081825256,0.6039825081825256,0.38092151284217834,0.38092151284217834
0.5741914510726929,0.5741914510726929,0.3788064122200012,0.3788064122200012
0.6399528980255127,0.6399528980255127,0.3693960905075073,0.3693960905075073
0.6052180528640747,0.6052180528640747,0.35922321677207947,0.35922321677207947
0.5966126322746277,0.5966126322746277,0.3596259355545044,0.3596259355545044
0.6073595881462097,0.6073595881462097,0.36706307530403137,0.36706307530403137
0.6080607771873474,0.6080607771873474,0.3751661479473114,0.3751661479473114
0.6003314256668091,0.6003314256668091,0.37768733501434326,0.37768733501434326
0.5699189901351929,0.5699189901351929,0.37811633944511414,0.37811633944511414
0.6029534339904785,0.6029534339904785,0.3800656795501709,0.3800656795501709
0.5741711854934692,0.5741711854934692,0.37547746300697327,0.37547746300697327
0.5934270024299622,0.5934270024299622,0.3747483491897583,0.3747483491897583
0.5952798128128052,0.5952798128128052,0.3682239353656769,0.3682239353656769
0.572237491607666,0.572237491607666,0.3594396114349365,0.3594396114349365
0.644653856754303,0.644653856754303,0.35867756605148315,0.35867756605148315
0.6313877701759338,0.6313877701759338,0.3618679940700531,0.3618679940700531
0.5923944115638733,0.5923944115638733,0.3663787841796875,0.3663787841796875
0.6007042527198792,0.6007042527198792,0.3707059919834137,0.3707059919834137
0.5863566994667053,0.5863566994667053,0.36085525155067444,0.36085525155067444
0.6198509931564331,0.6198509931564331,0.35822543501853943,0.35822543501853943
0.5738896727561951,0.5738896727561951,0.36823272705078125,0.36823272705078125
0.5895659923553467,0.5895659923553467,0.3700849413871765,0.3700849413871765
0.5998157858848572,0.5998157858848572,0.36153510212898254,0.36153510212898254
0.6330817937850952,0.6330817937850952,0.3581376373767853,0.3581376373767853
0.5893481373786926,0.5893481373786926,0.3652880787849426,0.3652880787849426
0.5615183711051941,0.5615183711051941,0.3669464588165283,0.3669464588165283
0.578971803188324,0.578971803188324,0.363138884305954,0.363138884305954
0.600801944732666,0.600801944732666,0.35103747248649597,0.35103747248649597
0.5743918418884277,0.5743918418884277,0.35445091128349304,0.35445091128349304
0.6104455590248108,0.6104455590248108,0.3582436740398407,0.3582436740398407
0.5955842733383179,0.5955842733383179,0.3552427589893341,0.3552427589893341
0.5972352623939514,0.5972352623939514,0.36244162917137146,0.36244162917137146
0.6132896542549133,0.6132896542549133,0.35720139741897583,0.35720139741897583
0.5839078426361084,0.5839078426361084,0.3522988557815552,0.3522988557815552
0.5762824416160583,0.5762824416160583,0.3476109802722931,0.3476109802722931
0.5756756067276001,0.5756756067276001,0.3498552739620209,0.3498552739620209
0.5860061049461365,0.5860061049461365,0.34993791580200195,0.34993791580200195
0.5894945859909058,0.5894945859909058,0.34960585832595825,0.34960585832595825
0.5653538107872009,0.5653538107872009,0.3516693115234375,0.3516693115234375
0.5812132954597473,0.5812132954597473,0.3580269515514374,0.3580269515514374
0.5792938470840454,0.5792938470840454,0.36408206820487976,0.36408206820487976
0.5919404625892639,0.5919404625892639,0.3587628901004791,0.3587628901004791
0.5592634677886963,0.5592634677886963,0.35123133659362793,0.35123133659362793
0.5595049858093262,0.5595049858093262,0.34309670329093933,0.34309670329093933
0.5477112531661987,0.5477112531661987,0.3379940986633301,0.3379940986633301
0.5609198212623596,0.5609198212623596,0.34218156337738037,0.34218156337738037
0.6073299646377563,0.6073299646377563,0.34479933977127075,0.34479933977127075
0.5844401121139526,0.5844401121139526,0.3441343903541565,0.3441343903541565
0.584795355796814,0.584795355796814,0.34322962164878845,0.34322962164878845
0.584399938583374,0.584399938583374,0.3589427173137665,0.3589427173137665
0.5757817625999451,0.5757817625999451,0.36384567618370056,0.36384567618370056
0.6054700016975403,0.6054700016975403,0.3485308587551117,0.3485308587551117
0.5651577115058899,0.5651577115058899,0.3497506380081177,0.3497506380081177
0.6045889258384705,0.6045889258384705,0.3483716547489166,0.3483716547489166
0.5226422548294067,0.5226422548294067,0.3427722752094269,0.3427722752094269
0.5551662445068359,0.5551662445068359,0.3471319079399109,0.3471319079399109
0.5558793544769287,0.5558793544769287,0.34253638982772827,0.34253638982772827
0.5913793444633484,0.5913793444633484,0.34113019704818726,0.34113019704818726
0.5483469367027283,0.5483469367027283,0.3432125151157379,0.3432125151157379
0.5910831093788147,0.5910831093788147,0.3507601022720337,0.3507601022720337
0.5584138631820679,0.5584138631820679,0.3572034239768982,0.3572034239768982
0.5449164509773254,0.5449164509773254,0.36183056235313416,0.36183056235313416
0.567132294178009,0.567132294178009,0.366128534078598,0.366128534078598
0.5670621395111084,0.5670621395111084,0.35293251276016235,0.35293251276016235
0.5607102513313293,0.5607102513313293,0.34188076853752136,0.34188076853752136
0.5682445764541626,0.5682445764541626,0.3466017544269562,0.3466017544269562
0.5452210307121277,0.5452210307121277,0.3381057679653168,0.3381057679653168
0.5597161054611206,0.5597161054611206,0.3432755172252655,0.3432755172252655
